MFE,FETE,FMSE,ED
0,-0.39,0.534306,2.06
-3.7,-4.42,0.311321,3.5
-4,-4.53,0.422364,1.4
0,-0.14,0.790413,0.74
-3.3,-3.41,0.840898,0.94
-5.2,-5.55,0.565228,0.62
0,-0.32,0.599828,1.33
-3.7,-4.07,0.550292,3.47
-1.6,-2.02,0.509448,1.99
-0.6,-1.11,0.435667,2.58
-4,-4.72,0.312104,2.48
0,-0.43,0.499307,1.74
-4,-4.36,0.553625,3.85
0,-0.91,0.226898,3.4
-2.8,-3.42,0.367621,4.94
-2.8,-2.88,0.87158,0.87
-5.2,-5.91,0.316379,5.37
-5.4,-5.52,0.822816,1.54
-3,-3.58,0.39212,3.92
-3.9,-4.14,0.674274,1.05
-1.5,-2.68,0.148415,4.69
-4.6,-5.03,0.500364,2.15
0,-0.6,0.377622,2.57
0,-1.05,0.182572,4.19
-3.6,-3.78,0.743521,0.95
0,-0.73,0.305799,2.78
0,-0.08,0.872835,0.41
-0.9,-1.16,0.651479,1.86
0,-0.3,0.610435,0.96
-3.3,-3.4,0.853366,1.49
-3.1,-3.94,0.254323,5.2
-2,-2.58,0.389424,4.87
-9.1,-9.3,0.721137,0.7
-4.8,-5.12,0.5993,0.78
-8.5,-9.37,0.24371,2.87
-4.9,-5.02,0.829133,1.96
-1.6,-1.84,0.676415,2.3
-6.7,-6.78,0.884393,0.3
-1,-1.52,0.430312,2.81
-6.8,-7.1,0.619581,0.6
-6.2,-6.55,0.565511,1.23
-1.3,-1.92,0.364258,4.66
-4.6,-4.82,0.697579,1.08
-0.7,-1.22,0.433119,3.52
-2.6,-3.42,0.262453,3.48
-5,-5.31,0.607774,1.92
0,-0.38,0.535868,1.5
-4.9,-4.92,0.972042,0.14
-2.1,-2.33,0.683365,1
-3.9,-4.25,0.563865,1.48
-2.6,-3.14,0.415784,2.42
0,-0.15,0.783773,0.72
-2.5,-3.15,0.347908,2.32
0,-0.99,0.19981,3.62
-3.9,-4.03,0.809922,1.18
-2.9,-3.24,0.571981,5.27
-2.4,-2.45,0.927767,0.52
0,-0.3,0.617851,1.47
-1.5,-1.75,0.665538,1.11
-1.2,-1.58,0.544168,2.63
0,-0.92,0.223204,4.41
-2.1,-2.67,0.398848,4.92
-2.3,-2.55,0.661798,3.12
-3.8,-3.88,0.877279,0.65
0,-0.24,0.672873,1.61
-0.3,-1.1,0.274008,3.92
-1.8,-2.25,0.482883,4.11
-1.5,-2.54,0.186128,4.77
-0.7,-1.11,0.511769,2.91
-6,-6.2,0.717284,2.2
-2.7,-3.39,0.32679,2.97
-3.9,-3.95,0.917456,0.4
-2,-2.88,0.239077,5.26
-8.7,-8.88,0.747874,0.87
-2.8,-2.98,0.742882,2.14
-0.5,-1.28,0.28059,2.54
-3.2,-3.73,0.421614,2.03
-4.6,-4.8,0.723819,1.31
-1.6,-2.43,0.258101,6.3
0,-0.3,0.616691,1.37
0,-0.4,0.522791,2.52
-3,-3.11,0.842639,0.7
-1.7,-2.27,0.394769,3.73
-0.1,-1.04,0.217861,3.49
0,-0.58,0.387092,1.69
0,-0.98,0.203111,3.99
-6.1,-6.71,0.374445,5.36
-2.3,-2.59,0.625976,2.51
-3.4,-3.54,0.80258,1.45
-2.3,-2.6,0.61331,3.03
0,-0.4,0.522594,1.85
-2.5,-2.68,0.74495,1.16
-5.4,-5.73,0.583471,4.09
-1.1,-1.66,0.402899,2.28
-5.7,-5.76,0.912343,0.45
-5.6,-5.67,0.897506,0.49
-6.3,-6.34,0.935238,0.31
-3.7,-4.02,0.597033,1.1
-1.6,-2.02,0.508793,3.54
-2.1,-2.61,0.439131,4.08
-3.1,-3.63,0.42407,4.35
-1.8,-1.91,0.840595,0.78
-4.6,-4.82,0.703092,1.09
-2,-2.47,0.46657,4.68
-4.4,-4.45,0.919845,0.88
-2.7,-2.98,0.637961,2.74
0,-0.29,0.629115,1.45
-0.6,-1.14,0.418327,2.31
-2.8,-3.3,0.442611,3.83
-8.1,-8.37,0.647425,0.52
-1.1,-1.74,0.353586,1.98
-2.9,-3.32,0.508156,2.36
-6.2,-6.31,0.83588,0.39
-10,-10.2,0.718217,0.43
-2.2,-2.66,0.475603,2.4
-3.4,-3.5,0.853083,1.34
0,-0.76,0.29299,2.8
-3.9,-4.08,0.744132,2.69
0,-0.62,0.365116,2.58
-1.8,-1.9,0.847381,0.87
-1.7,-2.48,0.283765,3.63
-2.5,-2.76,0.659741,1.33
0,-0.89,0.235465,3.36
-4.5,-4.59,0.863597,1.4
-0.4,-1.56,0.152217,6.32
-4.1,-4.37,0.647375,1.05
-6.2,-6.22,0.971907,0.21
-4.3,-4.76,0.477663,1.36
-5.1,-5.58,0.462674,3.73
-6.4,-6.88,0.455541,3.1
-1.7,-2.65,0.212361,3.63
0,-0.77,0.28845,3.93
-3.4,-3.95,0.407068,1.82
-2.6,-3.18,0.392698,4.39
-3.1,-3.56,0.475943,1.54
-1.5,-2.06,0.40047,3.38
0,-1.2,0.141585,4.18
-1.3,-1.44,0.792796,1.36
-4.7,-5.05,0.563862,0.59
-3.6,-3.68,0.880693,0.41
-5.2,-5.82,0.364188,3.98
-2.7,-3.2,0.441122,3.5
0,-0.04,0.943739,0.21
-3.4,-3.44,0.936426,0.5
0,-0.67,0.339304,2.9
-3.8,-4.1,0.614935,0.7
-1.2,-1.78,0.391439,3.88
-0.6,-1.45,0.2524,4.4
-2.1,-2.25,0.783617,1.06
-0.9,-1.63,0.305157,3.55
0,-0.79,0.276733,3.34
0,-0.02,0.968459,0.1
-1.7,-1.79,0.867658,0.49
0,-0.36,0.553681,1.94
-1.5,-1.62,0.827659,1.25
-2.3,-2.5,0.726878,1.51
-1.9,-2.7,0.27403,5.01
-5,-5.18,0.741907,3.26
-1.3,-1.68,0.538794,3.13
-2.2,-2.46,0.660121,1.59
-0.5,-1.06,0.402377,2.34
-0.2,-1.12,0.226103,3.37
0,-0.62,0.366648,3.03
-0.2,-1.31,0.165248,4.54
-4.9,-5.37,0.466416,0.99
-4.2,-4.64,0.489228,0.79
-2.6,-2.77,0.763125,1.91
-3.6,-4.16,0.401974,5.17
-2.8,-3.17,0.547301,5.18
-3.9,-4.2,0.614742,4.62
-6.3,-6.74,0.491063,0.79
-1.1,-1.44,0.575286,2.95
-3.5,-3.6,0.85419,0.55
0,-0.85,0.253255,3.16
-0.9,-1.13,0.683853,1.54
-2.4,-3.1,0.321812,5.4
-2.3,-2.7,0.52263,3.86
-2.5,-3.07,0.396914,3.85
-3.4,-3.5,0.856909,0.74
-2.4,-2.66,0.66018,2.33
0,-0.96,0.21042,3.72
-0.3,-1.3,0.197859,4.39
0,-0.77,0.288848,3.1
-0.6,-1.83,0.13621,4.35
-2.3,-2.35,0.92498,0.54
-1.5,-2.3,0.273887,3.21
0,-0.34,0.576464,2.59
0,-0.35,0.570229,1.94
-0.6,-1.07,0.465125,2.55
-3.3,-3.51,0.707707,0.95
0,-0.24,0.672978,1.4
-2.4,-2.86,0.47293,3.33
-1.1,-1.6,0.444461,2.03
-2.4,-2.55,0.787366,2.04
-0.5,-1.2,0.31905,3.14
-3.5,-3.89,0.531774,6.06
-0.9,-1.25,0.565365,3
-2.3,-2.36,0.901778,0.37
0,-0.38,0.535688,1.35
0,-0.16,0.773845,1.04
-1.8,-2.11,0.602114,3.81
-6.9,-6.92,0.968998,0.23
-0.3,-1.03,0.30807,2.71
-0.9,-1.24,0.574534,2.93
-1.8,-1.94,0.794968,0.65
0,-0.66,0.345285,2.52
-4.1,-4.45,0.565193,1.01
-1.4,-1.93,0.425468,3.5
0,-0.43,0.494531,2.02
-6.5,-6.62,0.824764,0.31
-3,-3.02,0.965028,0.23
-1.3,-1.73,0.49908,2.61
-1.2,-1.62,0.507506,1.82
-3.5,-3.98,0.456724,2.98
-1.4,-1.77,0.551584,3
-0.3,-1.09,0.279224,3.29
-3.1,-3.46,0.561275,3.56
0,-0.22,0.69561,1.1
-1,-1.46,0.47529,3.99
-2.2,-2.48,0.633785,3
-3.6,-3.85,0.668009,2.87
-1.2,-1.57,0.54509,3.08
-2,-2.39,0.532343,4.43
-3.7,-4.17,0.467044,1.11
-4.8,-5.22,0.502353,3.2
-1.3,-1.72,0.506723,1.59
-2.6,-3.04,0.489855,3.48
0,-0.69,0.327214,3.65
0,-0.38,0.537241,2.02
-2.9,-3.47,0.39492,4.08
-3.4,-3.55,0.779554,0.69
-4.8,-5.03,0.68746,2.04
-0.2,-0.57,0.549876,1.57
-5.5,-5.77,0.646786,5.15
-1.8,-2.43,0.360222,2.61
-8.2,-8.24,0.940557,0.24
0,-0.8,0.271325,3.54
-5.1,-5.47,0.547036,0.61
-5.2,-5.42,0.696081,1.63
-3.4,-3.71,0.601546,1.44
-2,-2.76,0.291042,3.01
-5.6,-5.95,0.567919,2.85
-2.9,-3.46,0.401104,4.83
-2.6,-3.4,0.27179,4.43
-2.7,-3.23,0.425965,1.31
-3.8,-3.92,0.822688,0.66
-5.2,-5.22,0.970452,0.14
-0.4,-1.32,0.22475,3.82
-3.4,-3.48,0.872678,1.26
0,-0.56,0.405095,2.13
-3.3,-3.32,0.973542,0.11
-1.7,-2.38,0.334399,4
-2.3,-3.11,0.269788,2.34
-5.6,-6.75,0.154101,3.84
-3,-3.35,0.568574,3.6
-3.5,-3.61,0.838339,2.21
-6,-6.19,0.729625,0.47
-1.1,-1.38,0.637624,2.01
0,-0.91,0.22919,2.97
0,-1,0.198278,4.35
-1.6,-2.25,0.346347,3.82
-1.5,-2.21,0.317796,3.56
-5.2,-5.61,0.510488,0.84
0,-0.02,0.962428,0.09
0,-0.97,0.20799,3.52
0,-0.68,0.332438,2.83
0,-0.16,0.765488,0.99
-0.7,-1.27,0.394527,3.65
-3.3,-3.49,0.730619,0.64
0,-0.05,0.927425,0.19
-1.5,-2.23,0.305425,4.02
-0.6,-1.23,0.361336,3.27
0,-0.27,0.643344,1.59
0,-0.1,0.849336,0.55
-2.4,-2.57,0.764027,2.11
-0.6,-0.9,0.619247,1.53
-1.6,-2.23,0.359011,4.99
-0.9,-1.34,0.489402,2.97
-0.9,-1.25,0.566595,2.18
-4.9,-5.11,0.715756,0.51
-1.2,-1.77,0.397345,3.06
0,-0.38,0.542002,2.34
-4.7,-4.83,0.806688,0.4
-1,-1.51,0.434712,2.14
-2.4,-2.55,0.789544,0.58
0,-0.32,0.597174,1.61
0,-0.59,0.381836,2.99
0,-0.59,0.383603,2.36
-0.7,-1.4,0.318926,2.49
-5.3,-5.62,0.598923,0.85
-2.1,-3.25,0.154497,5.27
-4.4,-4.49,0.864048,0.75
0,-0.62,0.368019,2.28
-1.3,-2.25,0.212707,4.14
-3.4,-3.71,0.604495,2.92
-2.1,-2.93,0.2613,4.39
-0.2,-0.93,0.307351,3.86
-1.9,-2.26,0.559331,3.47
-5.5,-5.59,0.865228,1.63
-4.3,-4.31,0.976056,0.08
0,-0.03,0.953337,0.15
-5.1,-5.53,0.495362,2.02
-2.4,-2.61,0.708388,0.53
-4.2,-4.34,0.797168,0.56
-4.1,-4.36,0.658151,0.71
-0.2,-1.15,0.212749,4.18
-2.1,-2.38,0.637116,3.15
-0.4,-0.72,0.593392,1.71
-1.7,-2.43,0.306711,3.96
-3,-3.27,0.642941,0.98
-2.9,-3.25,0.565312,0.82
-4.5,-4.53,0.952654,0.17
-1.9,-2.58,0.333347,4.48
-2.5,-2.76,0.653813,1.95
0,-0.33,0.586552,1.39
-4.2,-4.28,0.875831,0.61
0,-0.21,0.714469,0.84
0,-0.53,0.422535,2.61
-0.3,-0.93,0.36192,2.22
-0.9,-1.18,0.63835,2.03
0,-0.56,0.401214,3.13
0,-0.43,0.497333,2.19
-3.4,-3.51,0.833849,0.69
0,-0.12,0.816569,0.64
-2.8,-3.74,0.218737,3.94
-7.5,-7.59,0.870837,0.24
-2,-2.19,0.738879,2.06
0,-0.61,0.372407,2.3
-4.1,-4.34,0.681121,0.61
0,-0.22,0.696491,1.09
-1.4,-2.15,0.296066,4.01
-0.5,-0.77,0.648131,1.06
-1,-1.32,0.591129,1.64
-0.6,-1.17,0.395557,3.44
-1.4,-1.74,0.573381,3.39
0,-0.43,0.497713,2.09
0,-0.34,0.580143,1.74
-0.7,-1.45,0.296832,2.71
-6,-6.06,0.908371,0.19
-2.7,-3.7,0.196897,6.32
-0.5,-1.08,0.393227,2.83
-0.8,-1.78,0.204846,5.62
-1.4,-1.86,0.477754,2.4
-3.9,-4.18,0.635632,3.93
-0.2,-1.17,0.20665,3.79
-3.1,-3.18,0.872028,0.78
-0.9,-1.4,0.44111,4.61
-2.7,-2.86,0.768212,0.77
-2.7,-3.14,0.491979,4.86
0,-0.19,0.734462,1.08
-2,-2.13,0.813199,1.64
0,-0.54,0.419697,1.78
-1.7,-1.94,0.675697,1.82
-2,-2.06,0.905285,0.43
-0.4,-0.94,0.41959,2.88
0,0,0.997929,0
-2,-2.8,0.27094,3.84
-4.2,-4.3,0.849467,0.5
-4,-4.62,0.36618,5.01
-2.9,-3.3,0.523686,0.66
0,-0.1,0.851631,0.54
0,-0.67,0.337681,3.02
0,-0.05,0.916216,0.25
-3.9,-4.47,0.394392,4.86
-5.5,-5.78,0.633206,1.25
-0.5,-1.09,0.384722,2.6
-6.6,-6.76,0.768916,0.56
0,-0.07,0.891824,0.34
0,-0.1,0.843362,0.62
-0.9,-1.21,0.602088,1.84
0,-0.07,0.896618,0.35
-1.1,-1.7,0.376393,4.38
-5.3,-5.85,0.410881,3.42
-3.2,-3.81,0.368901,1.35
-2.6,-2.88,0.637217,1.54
-1.5,-2.1,0.37769,3.11
0,-0.11,0.832303,0.69
0,-0.94,0.216723,3.48
-3.8,-4.19,0.531293,0.87
-1.7,-1.89,0.740149,1.25
-0.4,-1.04,0.353831,2.38
-0.6,-1.18,0.388793,4.09
0,-1.14,0.156353,4.69
-1.8,-2.31,0.440288,1.63
-3.6,-3.65,0.929323,0.26
-2.3,-2.64,0.57457,1.3
-1.1,-1.61,0.43545,2.35
-7.6,-8.14,0.415512,5.94
-0.1,-1.12,0.192491,4.12
-0.6,-0.94,0.578824,2.29
-1.3,-1.84,0.414098,2.2
-2.1,-2.59,0.451585,1.19
-0.9,-1.2,0.617527,1.52
-2.9,-3.16,0.654776,1.23
-4.8,-5.18,0.540955,3.43
-1.8,-2.4,0.379728,2.61
-4.7,-5.33,0.360414,3.65
-2.5,-3.34,0.255993,5.17
-3.6,-4.06,0.475716,1.9
-3.5,-3.98,0.459793,5.79
0,-0.69,0.32823,2.49
0,-0.57,0.398255,1.96
-1.1,-1.93,0.261218,4.68
-1.2,-1.97,0.289,4.53
-4.1,-4.15,0.918962,0.25
-6.8,-7.08,0.632727,0.67
-0.7,-1.2,0.443869,3.39
0,-0.71,0.314115,2.59
-4.2,-4.68,0.460871,1.39
-2.3,-2.73,0.49857,4.33
-0.8,-1.51,0.317077,3.89
-2.3,-2.72,0.503115,1.14
-1.2,-2.27,0.177375,4.58
-6.9,-7.14,0.681239,0.64
-5.8,-6.41,0.369026,6.03
-2,-2.75,0.295847,2.92
-5.6,-6.03,0.49451,3.13
-2.5,-2.89,0.528277,3.94
-2.3,-2.93,0.360689,4.84
-2.4,-2.7,0.610864,2.48
-0.2,-1.4,0.143667,4.89
-3.5,-4.15,0.347447,4.44
-2.6,-2.77,0.754664,2.02
-2.2,-2.5,0.6163,3.04
0,-0.67,0.335082,3.03
-1.9,-2.31,0.515493,2.48
0,-0.2,0.719438,1.03
0,-0.85,0.251207,3.97
-0.7,-1.48,0.282053,4.27
-0.5,-0.84,0.576734,2.07
-1.8,-1.94,0.793947,0.64
0,-0.65,0.349551,2.52
-0.8,-1.48,0.330477,3.28
-4.7,-5.16,0.474241,2.86
-0.8,-1.07,0.646062,1.99
-0.8,-1.69,0.234666,4.49
-2.6,-3.21,0.374676,1.55
-0.2,-0.87,0.334764,1.82
-6.6,-6.64,0.935464,0.12
-1.6,-2.47,0.24559,4
0,-0.15,0.788688,0.88
-1.3,-1.91,0.373968,3.02
-2.7,-3,0.613445,3.48
-1.8,-2.11,0.602106,1.36
-2,-2.23,0.683367,2.17
0,-0.24,0.672041,1.26
0,-0.99,0.199613,4.17
0,-0.29,0.629285,1.55
-2.9,-3.46,0.405681,1.19
-1,-1.14,0.800365,0.66
-3.8,-4.13,0.583014,0.73
-2,-2.44,0.493347,3.14
-5.2,-5.61,0.516715,0.87
-5.6,-6.1,0.443854,1.11
-0.4,-0.99,0.384251,2.41
-1.5,-1.75,0.665678,1.37
0,-0.57,0.396629,2
0,-0.75,0.296505,3.73
-1.8,-1.97,0.764462,2.29
0,-0.01,0.984631,0.03
-3.7,-3.79,0.864448,0.26
0,-0.15,0.785273,0.83
-2.4,-3.03,0.36185,1.24
0,-0.13,0.813992,0.71
-2.5,-3.07,0.396419,2.52
-1.8,-2.43,0.360506,2.75
0,-0.35,0.562219,1.53
-0.2,-0.87,0.33602,1.8
-0.4,-1.05,0.35015,2.69
0,-0.41,0.514533,3.16
-0.3,-0.87,0.396358,3.3
-0.1,-0.76,0.341418,3.01
0,-0.02,0.964069,0.09
0,-0.02,0.967812,0.11
-2.3,-2.72,0.501881,3.95
0,-0.01,0.984644,0.03
-1.4,-1.8,0.51856,2.24
-2,-2.63,0.361081,1.98
0,-0.45,0.482519,2.02
-1.4,-2.13,0.306339,3.62
