MFE,FETE,FMSE,ED
-3.4,-3.55,0.780239,0.4
0,-0.12,0.821577,0.53
0,-0.1,0.844177,0.56
-2.3,-2.89,0.382773,5.45
0,-0.49,0.449078,2.62
-1,-1.26,0.653119,2.47
-0.7,-1.71,0.193286,4.89
-1.2,-1.73,0.424905,3.89
-1,-1.28,0.630153,1.92
0,-0.2,0.717385,1.14
0,-0.79,0.279583,3.78
-1.4,-1.54,0.798771,1.5
-1.4,-2.12,0.312249,2.64
0,-0.98,0.202336,3.13
-1.2,-1.4,0.724609,1.34
0,-0.69,0.324918,1.98
-5.8,-6.14,0.577756,0.81
-4,-4.12,0.819725,0.37
-0.7,-1.79,0.169408,3.56
0,-0.19,0.739324,0.92
-3.1,-3.81,0.316403,6.59
0,-0.54,0.416484,2.92
-2.3,-2.76,0.471361,2.27
0,-0.31,0.605871,2.16
-6.8,-6.91,0.833284,0.36
-3.1,-3.12,0.961109,0.28
-3.9,-4.5,0.377377,1.42
-0.2,-1.07,0.243389,3.65
-1.2,-1.77,0.393554,3.19
-1.4,-1.91,0.43704,4.37
-1.7,-2.35,0.347686,4.49
-1.1,-1.86,0.290685,4.49
0,-0.12,0.824861,0.68
0,-0.41,0.515003,2.35
0,-0.68,0.332904,3.1
-4.6,-4.65,0.927087,0.21
0,-0.38,0.541824,1.53
-0.2,-1.11,0.227836,3.94
-4.6,-4.68,0.883702,0.78
-1.2,-1.43,0.692777,1.5
-1.8,-1.87,0.894103,0.57
-0.1,-0.65,0.406803,2.18
-2.1,-2.74,0.355635,3.93
-0.1,-0.94,0.253875,3.28
-0.1,-1.01,0.22676,3.34
-0.8,-1.25,0.482491,2.19
-2,-2.16,0.769678,1.4
-1,-2.18,0.146552,3.37
-2.3,-2.62,0.596119,2.84
-0.9,-1.8,0.233446,4.33
-4.1,-4.49,0.533815,4.41
-3.7,-3.92,0.697415,2.5
-2.9,-3.11,0.711545,2.26
0,-0.35,0.567492,1.86
-4.1,-4.22,0.820202,1.09
-3,-3.3,0.609971,3.59
-1.5,-2.29,0.277765,4.87
-3.3,-3.77,0.46993,1.98
-7.1,-7.41,0.605605,0.56
-5.2,-5.33,0.80869,1.74
0,-0.01,0.986912,0.03
-0.4,-1.29,0.235608,4.32
-2.7,-2.74,0.936597,0.33
-1.5,-1.91,0.512481,3.86
0,-0.03,0.954998,0.13
-0.1,-0.63,0.425047,1.69
-0.2,-0.93,0.305479,2.64
-2.8,-3.55,0.294344,3.52
-6,-6.94,0.219117,4.73
-3.8,-3.92,0.81932,1.15
-4.6,-5.23,0.362216,3.34
-2,-2.83,0.258628,4.6
-0.5,-0.92,0.509012,2.37
-3.8,-4.41,0.369034,4.11
-4.6,-4.72,0.819135,0.6
-4.5,-4.63,0.812412,0.58
-2,-2.68,0.333476,3.58
-5,-5.39,0.533182,4.03
-5.7,-6.13,0.498065,2.44
-2.6,-3.27,0.335293,3.3
-3.3,-3.68,0.538482,1.9
0,-0.78,0.283533,3.59
-1.5,-1.8,0.612199,2.32
-1.8,-2.56,0.291836,3.26
-2.7,-2.93,0.69243,2.08
-3.8,-4.08,0.635896,1.56
-1,-1.17,0.760636,1.02
0,-0.12,0.821339,0.59
-1.3,-1.5,0.721075,1.69
-2.9,-3.72,0.265931,6.62
-3.9,-3.93,0.945778,0.54
-5.6,-5.69,0.859077,1.66
-3.5,-3.83,0.584074,2.42
-4.2,-4.33,0.813294,1.65
-1.8,-2.25,0.479213,3.69
-1.6,-2.34,0.303355,3.27
-3.7,-3.77,0.892266,0.38
-0.6,-1.18,0.387676,4.94
-1.3,-1.84,0.419542,3.52
-1.7,-2.02,0.59886,2.85
-2.6,-2.85,0.663258,1.19
-4,-4.37,0.552043,1.39
-0.9,-1.23,0.587763,2.41
-3.4,-4,0.379807,4.01
-2.1,-2.43,0.580718,3.12
-1.5,-1.91,0.517341,2.79
-3.8,-4.51,0.315871,5.39
-3.4,-3.92,0.42864,4.77
-2.1,-2.69,0.383283,4.51
-5.2,-5.32,0.827636,0.45
-2.1,-2.84,0.300788,4.58
-2.6,-2.93,0.585485,0.71
-4.6,-4.79,0.738125,0.55
0,-0.45,0.478198,2.22
-1.2,-1.58,0.537046,2.39
-2.9,-2.98,0.879482,0.54
-1.1,-1.93,0.258288,4.17
-3.6,-3.77,0.75414,1.15
-2.2,-2.51,0.601989,1.76
0,-0.82,0.265679,2.8
-1.7,-2,0.614949,1.75
-2.3,-2.7,0.519641,4.06
-3.7,-4.26,0.403298,4.77
-4.7,-4.86,0.775247,0.65
-4.5,-4.59,0.860572,0.29
-3.8,-4.41,0.371582,5.81
-9.8,-9.86,0.914225,0.19
-5.5,-5.79,0.622682,3.16
-2.7,-3.14,0.493415,2.1
-2.3,-2.89,0.383402,4.83
-3.8,-4.75,0.214972,6.33
-1.5,-1.83,0.586358,2.65
0,-0.58,0.393353,1.99
-3.7,-4.04,0.579078,0.75
-3.1,-3.28,0.748186,2.66
-0.1,-0.92,0.265801,2.16
-0.5,-1.1,0.380231,2.85
-4.9,-5.36,0.473788,2.63
-4.7,-4.9,0.724752,0.63
-9.4,-9.52,0.822309,0.41
-7.6,-8.06,0.470891,1.91
-5.3,-5.7,0.522495,5.68
-5.1,-5.38,0.63723,0.86
-3.2,-3.56,0.560857,4.28
-4.3,-4.47,0.764774,1
-1.2,-1.91,0.316737,4.78
-6.3,-6.56,0.655764,0.89
-3,-3.14,0.792031,2.51
-4.7,-5.17,0.465205,5.09
-4.1,-4.17,0.895055,0.49
-1.7,-2.35,0.347539,1.49
-4.3,-4.83,0.419995,5.09
-1.6,-2.22,0.364546,2.96
-3.5,-3.94,0.491397,3.93
-6.1,-6.2,0.845797,1.26
-0.4,-0.86,0.471963,2.03
-2.6,-2.82,0.698842,1.58
-8.2,-8.22,0.968321,0.06
-6.6,-6.86,0.65091,1.71
-5,-5.78,0.283972,4.95
-6.9,-6.93,0.950308,0.16
-1.8,-2.42,0.365526,4.75
-9,-9.42,0.506708,3.1
-4.3,-4.63,0.585439,3.78
-4.8,-5.06,0.660238,0.76
-3.8,-3.97,0.764855,1.89
-8.7,-9.14,0.490773,1.36
-7.6,-8.03,0.497658,4.73
-1.9,-2.07,0.7553,1.43
-4.9,-5.48,0.390904,5.21
-3.9,-4.23,0.590041,4.51
-2.7,-3.13,0.496432,4.45
-4.3,-4.36,0.902318,0.88
-6.3,-6.63,0.581782,1.17
-3.4,-3.95,0.408709,4.96
-0.5,-1.36,0.248622,5.14
-2.4,-2.74,0.578945,0.8
-1.5,-2.6,0.168798,6
-8.6,-8.74,0.798421,2.4
-2.3,-2.81,0.43707,3.43
0,-0.88,0.240004,3.48
0,-0.1,0.85446,0.49
0,-0.16,0.776002,0.87
-1.1,-1.39,0.622179,2.02
0,-0.45,0.48208,2.57
-9.9,-10.18,0.63097,0.54
-0.2,-0.62,0.503453,1.36
-0.8,-1.16,0.561976,1.6
0,-0.39,0.528163,1.62
-0.3,-0.88,0.393109,2.57
-7.2,-7.24,0.930769,0.2
-2.1,-2.79,0.328962,4.94
0,-0.51,0.438818,1.67
-6.8,-6.86,0.906438,0.26
-1.6,-1.99,0.529173,1.39
-0.7,-1.38,0.330761,2.5
-3.6,-3.67,0.897403,0.44
0,-0.32,0.59976,1.55
0,-0.75,0.29455,2.44
0,-0.35,0.562463,2.47
-3.6,-3.74,0.793116,2.39
-1,-1.74,0.299225,5.35
-1.7,-1.81,0.835487,0.68
-1.1,-1.56,0.476258,2.08
0,-0.34,0.57876,1.83
-0.4,-1.37,0.205622,3.65
-8.2,-8.32,0.822799,0.3
-0.8,-1.66,0.248799,5.06
-2.3,-2.57,0.643366,0.75
-0.8,-1.49,0.32635,3.3
-5,-5.07,0.89094,0.4
-8.2,-8.26,0.907743,0.2
-3.2,-3.5,0.616078,3.95
-5.8,-5.93,0.813803,2.29
-2.5,-2.58,0.883774,1.06
-5.6,-6.06,0.474133,3.23
-1.4,-2.07,0.33811,5.12
-1.1,-1.7,0.37843,2.85
-0.8,-1.23,0.501294,2.45
-2.8,-3.01,0.708036,2.93
0,-0.64,0.353643,3.06
-2.9,-3.3,0.524198,3.46
-2.2,-2.82,0.367513,1.34
-1.8,-2.38,0.388566,4.53
-3.3,-3.54,0.682716,2.14
-2,-2.16,0.768451,2.47
0,-0.47,0.464824,2.83
-0.7,-1.07,0.550242,2.48
-2.7,-3.29,0.384996,4.92
-1,-1.33,0.588639,1.74
-1.8,-2.03,0.688441,2.44
-1.6,-1.92,0.591509,1.87
-0.4,-1.22,0.264992,4.4
-0.4,-0.78,0.537354,1.57
0,-0.33,0.586714,2.23
0,-0.8,0.273292,3.05
-0.8,-1.13,0.588856,2.54
-4.4,-4.43,0.956577,0.2
-2.6,-2.96,0.561362,4.04
-5.2,-5.25,0.927898,0.61
-2.3,-2.49,0.729304,1.27
-0.1,-0.63,0.42008,2.17
-1.2,-1.65,0.48551,2.16
-1.5,-1.89,0.531019,4.03
-2.4,-3.02,0.365675,1.89
0,-0.09,0.860485,0.48
0,-1.14,0.156046,4.78
-3.3,-3.74,0.488465,3.98
-1.3,-1.74,0.48969,3.16
-0.8,-1.59,0.275493,4.94
-2.4,-2.97,0.397995,3.91
-0.9,-1.56,0.340438,3.76
0,-0.05,0.922922,0.35
0,-0.04,0.937003,0.21
0,-0.13,0.805316,0.85
0,-0.32,0.594594,1.88
0,-0.63,0.36003,3
-4.4,-5.09,0.326593,4.57
-0.5,-0.87,0.549893,1.9
0,-0.02,0.973212,0.11
-1.7,-1.98,0.634031,3.11
-1.8,-2.24,0.491428,2.35
-0.3,-0.69,0.527673,1.94
-2.3,-2.53,0.684294,2.13
-0.8,-1.17,0.548132,1.07
-1.9,-2.26,0.560732,1.67
-0.7,-1.1,0.52643,2.73
-1.9,-2.24,0.573496,3.37
-1.4,-1.5,0.847492,0.83
-2.7,-3.51,0.268555,3.77
-3.8,-3.92,0.827189,0.37
-4.2,-4.22,0.973001,0.15
-1.6,-1.91,0.603439,2.7
-0.7,-1.91,0.141266,5.54
-5.9,-5.92,0.964935,0.16
-2.1,-3.13,0.186735,5.96
0,-0.1,0.84543,0.55
0,-0.13,0.810675,1.06
0,-0.23,0.686683,0.98
0,-0.23,0.684574,1.46
0,-0.3,0.615182,2.37
0,-0.41,0.517235,1.9
0,0,0.997208,0.01
-0.8,-1.38,0.392372,3.48
-1.9,-1.95,0.920468,0.47
-4.3,-4.35,0.920475,0.22
0,-0.01,0.986537,0.03
-0.2,-0.95,0.294336,4.36
0,0,0.996875,0.01
0,-0.01,0.986404,0.03
0,-0.77,0.288228,2.69
0,-0.12,0.825232,0.76
-1.1,-1.32,0.694796,1.28
-4,-4.15,0.779743,0.49
-1.2,-2.59,0.104377,5.83
0,-0.06,0.91445,0.42
-0.7,-1.55,0.253642,4.85
0,-0.3,0.616842,1.86
-2.8,-2.83,0.960037,0.16
-5.8,-6,0.728617,2.28
-5.6,-6.26,0.344846,1.07
-0.4,-0.93,0.421749,2.65
-1,-1.7,0.320296,3.82
-1.5,-2.38,0.240238,4.98
0,-0.12,0.828562,0.61
0,-0.45,0.481041,2.59
-2.6,-3.04,0.488127,0.99
0,-0.16,0.768891,0.96
-4.3,-4.68,0.542569,4.92
0,-0.01,0.990235,0.02
-1,-1.26,0.651369,1.27
0,-0.02,0.967982,0.1
-1.4,-1.69,0.62201,1.95
-1.2,-1.79,0.386379,3.64
-0.8,-0.98,0.749775,0.87
-2.5,-2.66,0.777554,0.67
-2.5,-2.62,0.822136,1.16
-2.5,-3.11,0.370262,5
-3.6,-3.98,0.543905,2.16
-1.7,-2.12,0.507141,3.59
0,-0.02,0.970605,0.09
0,-0.09,0.862733,0.45
-2.1,-2.91,0.268672,5.49
-0.9,-1.18,0.639255,1.26
-7.5,-7.63,0.806682,1
0,-0.01,0.983155,0.03
-1.1,-1.65,0.412761,3.74
0,-0.54,0.413102,2.62
0,-0.01,0.984242,0.03
-1.4,-1.81,0.514422,2.09
0,-0.01,0.989884,0.02
0,-0.08,0.880613,0.46
0,-0.01,0.976677,0.05
-1.7,-2.21,0.435671,3.94
-0.5,-1.35,0.252404,3.93
-5.5,-5.78,0.6314,3.74
-0.5,-1.66,0.152627,4.91
0,0,0.993306,0.01
0,-0.02,0.960975,0.14
0,-0.07,0.898666,0.3
0,-0.22,0.704126,1.09
-3.6,-3.68,0.879245,0.41
-1.4,-1.73,0.584876,3.49
-6,-6.15,0.789039,0.78
-3,-3.08,0.876861,1.27
-0.9,-1.2,0.619102,1.66
-0.2,-0.76,0.402754,2.1
0,-0.13,0.804083,0.56
-0.1,-1.11,0.195705,4.6
-1.2,-2.3,0.16846,3.77
0,-0.2,0.726168,1.33
-1.6,-1.88,0.635518,2.85
0,-0.02,0.971614,0.09
-1.3,-1.68,0.542305,2.14
0,-0.01,0.984925,0.03
-1.7,-1.85,0.780286,0.68
0,-0.08,0.877292,0.46
0,-0.03,0.959693,0.15
-0.3,-0.9,0.374975,2.85
-3.2,-3.63,0.497844,2.67
0,-0.09,0.867352,0.4
-4.7,-4.92,0.7044,3.5
0,-0.18,0.741353,0.83
0,-0.16,0.777083,0.92
0,-0.01,0.980243,0.04
-0.8,-1.3,0.444596,3.14
-1.6,-1.82,0.699381,1.15
0,-0.59,0.381594,2.82
-0.8,-1.15,0.562863,1.76
-2.4,-2.77,0.55307,2.31
-2.3,-2.81,0.437263,2.29
0,-1.04,0.184755,4.22
0,-0.07,0.894051,0.36
-4.6,-4.7,0.854328,1.22
0,-0.05,0.925801,0.21
-3.6,-3.86,0.657273,1.31
-8.2,-8.46,0.653405,0.63
-5.1,-5.4,0.611726,3.8
-6.4,-6.44,0.93959,0.26
-2.9,-3.27,0.552226,2.31
-10,-10.18,0.750038,0.4
-1,-1.32,0.590964,2.63
-5.3,-5.71,0.510358,3.57
-2.7,-3.27,0.394611,5.15
0,-0.96,0.210266,4.51
-4.7,-4.75,0.924374,0.27
0,-0.05,0.926698,0.23
0,-0.56,0.401597,2.47
-0.9,-1.64,0.30325,4.11
-2,-2.13,0.81426,0.93
0,-0.28,0.634936,1.42
-0.9,-1.58,0.329775,4.33
0,-0.86,0.247693,2.55
-0.5,-0.89,0.528759,1.85
0,-0.05,0.929361,0.24
-1.4,-2.21,0.26854,3.57
-0.9,-1.2,0.614884,2.24
0,-0.11,0.834711,0.6
0,-0.09,0.860037,0.38
-0.3,-0.99,0.328591,3.01
0,-0.17,0.75709,1.16
-1.9,-2.02,0.825558,1.05
0,-0.49,0.452946,2.11
0,-0.84,0.2566,4.02
-4.3,-4.34,0.932298,0.19
-2,-2.14,0.791481,1.59
0,-1.21,0.141402,4.42
-0.1,-0.73,0.361697,2.85
0,-0.14,0.800543,0.75
0,-0.81,0.26878,3.16
-0.9,-1.22,0.594238,2.19
-3.4,-3.66,0.659082,0.69
-6.4,-6.55,0.782485,0.35
-7.4,-7.42,0.965216,0.18
-5.1,-5.5,0.526291,1.36
-2.2,-2.78,0.39188,5.43
-0.6,-0.84,0.676795,1.02
-7,-7.03,0.946407,0.21
-1.3,-1.84,0.416379,4.53
0,-0.29,0.627253,1.43
-4,-4.27,0.642673,3.3
-1.5,-1.67,0.760063,1.01
0,-0.63,0.359871,2.36
0,-0.54,0.416777,2
0,-0.22,0.695065,1.34
-0.5,-1.06,0.402521,3.1
-6.7,-7.45,0.297816,6.6
0,-0.04,0.938165,0.14
-3.5,-3.69,0.731175,0.48
-1.7,-2.25,0.407109,5.41
-0.8,-1.08,0.63155,1.93
-0.6,-1.38,0.282227,3.21
0,-0.07,0.898933,0.47
-2.4,-2.53,0.806159,0.63
0,-0.03,0.954696,0.17
0,-0.27,0.640318,1.49
0,-0.83,0.26182,2.58
-0.7,-1.05,0.56373,2.62
0,-0.02,0.963526,0.07
-1.3,-1.63,0.586833,3.11
0,-0.02,0.968837,0.07
-4.1,-4.61,0.438605,2.94
-4.8,-5.09,0.621111,0.82
-5,-5.19,0.733067,2.22
0,-0.34,0.572238,1.65
0,-0.83,0.259706,3.43
0,-0.03,0.95145,0.17
-2.2,-2.28,0.882579,1.03
-2.8,-3.45,0.347718,5.78
0,0,0.997931,0
0,-0.03,0.950609,0.1
0,0,0.996845,0.01
-2.1,-2.28,0.752577,1.78
-1.2,-1.63,0.495235,4.18
-0.2,-0.71,0.439998,3.14
0,-0.17,0.762118,1.02
-1.4,-2.08,0.331974,3.14
0,-0.52,0.431631,2.43
-0.9,-1.42,0.431013,3.46
0,-0.37,0.550442,2.1
0,-0.37,0.548533,2.32
0,-0.77,0.287309,3.5
-1.6,-2.09,0.448193,4.28
-1.6,-2.14,0.417142,3.55
0,-0.64,0.355573,3.1
-0.2,-0.89,0.32468,3.07
-2.3,-2.52,0.701364,1.33
-2.2,-2.56,0.558319,3.69
-2.6,-2.7,0.84651,0.38
-3.4,-3.48,0.874739,1.36
0,-1.06,0.17847,4.24
-2.3,-2.83,0.426402,4.56
-2.7,-2.87,0.755325,1.39
-2.7,-3.04,0.57574,4.15
-1.8,-2.18,0.539077,2.9
0,-0.12,0.828213,0.78
0,-0.23,0.685016,1.18
-0.5,-0.78,0.631228,1.53
-0.3,-1.05,0.296893,3.99
-2.1,-2.42,0.592817,2.37
0,-0.15,0.786358,0.74
-3.1,-3.31,0.705889,0.6
-0.6,-1.55,0.213103,3.96
0,-0.69,0.324131,3.49
-2.9,-3.22,0.599085,1.46
-5.2,-5.34,0.795941,0.78
0,-0.42,0.505791,2.03
0,-0.2,0.725313,0.84
-0.3,-0.72,0.502218,2.22
-0.5,-0.79,0.620028,1.26
-0.5,-0.96,0.473609,2.79
0,-0.27,0.647653,1.34
-2,-2.17,0.752944,1.09
-0.6,-1,0.518493,2.13
0,-0.48,0.460471,2.35
0,-0.48,0.462073,1.86
-2.8,-2.95,0.784611,0.47
0,-0.54,0.416712,2.93
-0.6,-1.08,0.462598,1.46
-2.2,-2.91,0.313885,1.53
0,-0.06,0.908382,0.43
-1.9,-2.6,0.320968,2.16
-4.9,-5,0.851923,0.32
-5.5,-6.17,0.336597,1.32
-1.2,-1.65,0.479695,3.57
0,-0.2,0.726428,1.41
-0.2,-1.38,0.146589,4.02
0,-0.06,0.913254,0.28
-4.6,-4.65,0.925695,0.38
0,-0.48,0.455849,2.16
-0.3,-1.51,0.140801,4.54
-2.9,-3.04,0.801336,1.56
0,-0.26,0.653927,1.04
-0.4,-1.05,0.35104,3.16
-4.8,-4.83,0.955062,0.6
-3.4,-3.93,0.422835,5.1
-1,-1.51,0.434778,2.93
0,-0.4,0.524015,2
-4.1,-4.69,0.383627,5.08
-4.1,-4.15,0.926771,0.25
-5.2,-5.9,0.319089,1.13
-4.8,-4.88,0.877299,0.61
-1.6,-1.82,0.704008,2.09
-3.5,-3.85,0.564269,4.13
-3.2,-3.26,0.902785,0.33
-1.1,-2,0.230578,3.14
-4.9,-5.27,0.546525,2.95
-1.4,-1.85,0.479179,3.87
-5.8,-5.98,0.752742,1.11
-2.8,-2.85,0.920385,0.48
-0.3,-0.87,0.398284,3.04
-1,-1.29,0.623402,2.33
-2.1,-2.19,0.866279,0.81
-2.4,-2.55,0.789559,0.84
-0.6,-1.09,0.449561,1.33
-0.9,-1.63,0.303873,4.64
-1.2,-2.07,0.24294,4.11
-1.9,-2.24,0.580275,3.96
-4.3,-4.39,0.863679,0.31
-4.4,-4.7,0.614551,0.97
-5.5,-5.64,0.799779,0.34
-1.8,-2.07,0.645516,2.75
0,-0.1,0.851912,0.48
-2.1,-2.27,0.761892,0.49
-3.6,-4.05,0.484133,6.31
-0.3,-0.85,0.407287,1.38
0,-0.41,0.510319,1.98
0,-0.5,0.442881,1.71
-4.2,-4.46,0.656287,4.29
0,-0.65,0.34997,3.34
-1.4,-1.73,0.584862,3.5
-1.7,-1.98,0.63114,2.23
0,-0.76,0.292215,2.06
-1.1,-1.48,0.539006,3.56
-3,-3.12,0.824223,1.71
-0.6,-1.59,0.1997,5.09
-1.5,-2.45,0.213008,4.53
-2.5,-3.55,0.183494,3.61
0,-0.41,0.512987,2.86
-4,-4.14,0.793582,0.44
0,-0.38,0.536239,2.26
-4.9,-4.95,0.92894,0.17
-3.9,-4.11,0.713782,0.57
-7.5,-7.65,0.785224,0.43
-3.1,-3.33,0.690052,2.79
-1.8,-3.05,0.131552,5
-2.1,-2.65,0.409384,3.8
-0.5,-1.19,0.327199,3.45
-1.5,-2.21,0.316039,4.56
-3.6,-4.12,0.431044,4.88
-2.5,-2.53,0.951424,0.27
0,-0.68,0.32932,3.76
-3.2,-3.39,0.738261,0.55
-2.4,-2.44,0.939685,0.3
-0.8,-1.32,0.428442,4.4
-0.3,-1.33,0.18705,3.22
-5,-5.06,0.911072,0.69
0,-0.44,0.488403,2.37
0,-0.15,0.787467,0.71
-0.8,-1.68,0.239712,5.32
-3.4,-3.84,0.48703,4.09
-2.6,-2.64,0.939655,0.35
-3.3,-3.61,0.608299,3.33
-7.7,-7.71,0.979293,0.1
-4.5,-5.02,0.429013,4.36
-2.9,-3.83,0.220246,5.3
0,-0.3,0.613879,1.35
-7.2,-7.32,0.823215,0.52
-2.2,-2.86,0.344784,4.49
-2.1,-2.68,0.392056,5.82
-6.5,-6.54,0.941025,0.28
-4,-4.79,0.278881,3.37
-4.6,-5.49,0.235057,4.99
-6.7,-6.96,0.653763,0.66
-1.9,-2.13,0.685463,1.84
-3.1,-3.36,0.651393,2.3
-3.9,-4.47,0.395317,4.08
-4.9,-5.19,0.627607,2.57
-4.8,-5.37,0.395474,5.21
-2.5,-3.17,0.338787,4.73
-3.7,-3.9,0.721629,3.13
-1.7,-2.53,0.26077,6.44
-1.9,-2.41,0.434637,4.31
-6.2,-6.37,0.760915,0.45
-2.8,-3.2,0.518639,1.43
-0.4,-1.35,0.212988,3.87
-0.5,-0.96,0.474766,2.72
-3.4,-3.51,0.835981,1.28
-1.2,-1.45,0.663995,1.13
-5.7,-5.86,0.776345,0.44
-0.1,-0.96,0.248563,3.21
0,-0.75,0.295153,3.32
0,-0.39,0.528198,2.22
-0.1,-1.28,0.148184,5.38
-1.7,-2.09,0.529221,3.86
-2.6,-3.13,0.419871,4.82
-2.2,-2.54,0.578328,2.81
-1.5,-1.84,0.577304,3.16
-3.7,-3.9,0.72133,3.12
-3.8,-3.86,0.91167,0.2
-0.1,-0.84,0.299255,2.7
-2.6,-3.23,0.359131,2.23
-1,-1.57,0.395664,3.53
-0.3,-1.03,0.308203,2.63
-0.8,-1.16,0.560949,2.18
-2.6,-2.85,0.661622,2.98
-0.6,-0.9,0.619136,2.01
0,-0.08,0.872681,0.5
-0.8,-1.08,0.63576,2.22
-1.3,-1.82,0.433046,3.21
-0.7,-1.24,0.415725,3.08
0,-0.45,0.479879,2.25
-0.2,-1.04,0.254585,3.63
-3,-3.52,0.430602,1.93
-0.6,-1.23,0.360511,4.35
0,-0.85,0.251644,4.43
-2.1,-2.34,0.672221,2.55
-0.6,-1.36,0.289895,3.86
-2.1,-2.29,0.740623,1.85
-1,-1.53,0.4232,2.59
0,-0.46,0.473022,2.7
-1.3,-1.72,0.508074,1.27
-2.3,-3.37,0.176805,2.59
-0.2,-1.25,0.182095,5.18
0,-0.3,0.615714,2.07
-0.8,-1.3,0.446311,2.93
0,-0.48,0.457791,2.53
-0.5,-1.13,0.360831,3.33
-2.1,-2.3,0.725917,2.32
-0.2,-1.21,0.194344,4.18
-1.5,-1.63,0.809263,1.23
-1.1,-1.78,0.32993,3.47
-0.7,-1.55,0.252117,4.08
-1.8,-2.56,0.290293,4.05
-4.7,-4.96,0.65327,0.6
-0.2,-1.05,0.251919,4.28
-1.4,-1.7,0.614424,1.61
0,-0.37,0.551132,1.64
-2.1,-2.62,0.42914,4.5
0,-0.11,0.836434,0.67
0,-0.68,0.333383,3.5
-1.1,-1.32,0.694975,2.34
-0.8,-1.26,0.471399,3.81
-0.2,-0.87,0.336268,2.17
0,-0.56,0.402693,2.43
0,-0.3,0.61063,2.25
-4,-4.02,0.962455,0.18
-2.2,-2.31,0.833008,0.38
-2,-2.34,0.574079,2.16
0,-0.46,0.474362,2.83
-0.7,-1.5,0.273223,5.49
-0.4,-0.91,0.435727,2.46
0,0,0.993787,0.02
-1.7,-2.03,0.58729,1.23
0,-0.22,0.696374,0.89
0,-0.56,0.406065,3.01
0,-0.37,0.544991,2.09
-0.1,-0.75,0.348625,2.73
-1.8,-2.06,0.656886,3
-2.1,-2.46,0.556251,1.08
-0.6,-0.99,0.527746,2.51
0,-0.84,0.254078,5
-2.3,-2.38,0.879239,0.65
0,-0.43,0.494785,1.83
0,-0.02,0.965481,0.1
0,-0.08,0.880979,0.39
-3.1,-3.78,0.333519,5.03
-1.5,-1.99,0.448557,2.41
0,-0.46,0.472303,2.1
0,-0.01,0.981483,0.05
-0.6,-1.18,0.387838,3.24
-2.7,-3.17,0.464607,4.9
0,-0.42,0.50494,2.29
-5.6,-5.66,0.907479,0.2
-3.4,-3.42,0.966569,0.17
0,-0.06,0.911603,0.23
0,-0.37,0.552659,2.03
-2.3,-2.77,0.467577,1.69
-0.7,-1,0.612599,1.53
0,-0.03,0.946936,0.2
0,-0.05,0.927792,0.24
-1.6,-2.29,0.327313,4.01
0,-0.23,0.686818,1.13
-0.1,-1.43,0.116459,4.72
0,-0.43,0.495444,1.9
-4.2,-4.33,0.808286,0.51
-4.8,-4.82,0.968127,0.14
-2.2,-2.47,0.640546,0.68
-1,-1.46,0.474933,2.43
-0.4,-0.9,0.441784,2.67
0,0,0.997724,0.01
-2.7,-2.74,0.939015,0.42
-0.5,-1.33,0.260692,3.85
0,-0.01,0.97977,0.04
-4.3,-4.43,0.806438,0.52
-2.4,-3.02,0.366734,4.8
0,-0.69,0.328689,3.17
-1.8,-2.35,0.408166,2.05
-0.4,-0.83,0.49905,1.7
0,-0.36,0.561619,2.07
0,-0.07,0.892922,0.4
-0.3,-0.78,0.457005,1.82
-1.5,-2.02,0.430014,2.31
-1.3,-2.09,0.279009,5.27
0,-0.2,0.725481,1.13
-1.1,-1.4,0.615578,2.03
-1.1,-1.53,0.501622,4.44
-4.6,-4.86,0.659327,1.19
-1.1,-1.48,0.539525,4.38
0,-1.29,0.123201,5.48
0,-0.24,0.681516,1.04
0,-0.1,0.844704,0.55
-2.3,-2.78,0.458101,4.6
-1.9,-2.39,0.455057,4.79
-2.7,-2.89,0.740323,0.73
0,-0.22,0.695107,1.58
-3,-3.48,0.456014,3.1
-2.9,-3.54,0.355585,2.05
0,-0.36,0.554594,2.29
-1.1,-1.83,0.305364,5.8
-1.5,-1.99,0.454105,2.93
0,-0.47,0.469747,2.28
-0.1,-0.71,0.37274,2.46
-0.4,-0.8,0.524157,1.62
0,-0.15,0.778539,0.96
0,-0.29,0.628376,1.86
-0.4,-1.05,0.348125,3.87
0,-0.18,0.752563,0.86
-0.6,-1.1,0.445045,1.75
-0.9,-1.71,0.268456,4.51
-0.7,-1.41,0.313711,4.07
0,-0.41,0.513731,1.46
-0.7,-1.26,0.404285,2.81
0,-0.38,0.540839,2.44
-6.3,-6.42,0.817479,0.42
0,-0.06,0.910532,0.4
0,-0.1,0.85333,0.51
-3.7,-4.1,0.524105,3.37
-8.1,-8.34,0.681347,0.55
-2.2,-2.35,0.786864,0.46
-2.6,-3.23,0.358291,1.58
-3.4,-3.94,0.418752,4.76
-1.2,-1.99,0.278987,4.42
-1.8,-2.04,0.679924,0.91
-0.1,-1.26,0.15332,4.15
-2.1,-2.42,0.591182,1.93
-0.7,-1.66,0.209442,2.32
-5,-5.61,0.370629,2.06
-2.5,-2.86,0.558999,2.8
0,-0.25,0.665701,0.95
-6.4,-6.89,0.454243,1.08
-0.7,-1.22,0.427624,4.01
-6.1,-6.32,0.69431,0.86
-4.9,-5.04,0.795683,1.03
0,-0.74,0.298784,3.67
-0.6,-1.62,0.191572,4.13
