MFE,FETE,FMSE,ED
-1.6,-2.37,0.285768,4.9
0,-0.47,0.470033,2.17
-1.9,-2.05,0.777946,0.66
-0.7,-1.31,0.370519,2.3
-1.9,-2.16,0.656422,0.86
0,-0.03,0.95647,0.18
0,-0.02,0.962334,0.09
-1.5,-2.01,0.439459,2.07
0,-0.13,0.808901,0.77
-1.5,-1.73,0.686638,2.43
-3.5,-4.12,0.365725,1.66
0,-0.43,0.500799,2.01
-0.3,-0.96,0.341242,2.74
-3.4,-3.98,0.387398,4.73
0,-0.24,0.675742,1.33
-1.5,-1.98,0.455466,1.63
0,-0.31,0.607297,2.04
0,-0.15,0.784192,1.18
0,-0.13,0.805599,0.74
-0.3,-0.92,0.367449,3.41
-2,-2.03,0.946305,0.28
-0.7,-1.28,0.391364,3.44
0,-0.32,0.593941,1.81
-1,-1.51,0.435197,3.21
0,-0.28,0.636707,1.46
-2.1,-2.6,0.44758,2.53
-0.3,-1.31,0.193847,4.01
-4.7,-5.32,0.366535,6.29
0,-0.63,0.362053,2.53
0,-0.31,0.601915,1.97
-0.9,-1.58,0.330417,3.65
-1.1,-1.37,0.640067,1.31
-1.8,-2.01,0.70821,2.01
-3.1,-3.23,0.806962,0.77
-0.2,-0.75,0.407539,2.7
-0.9,-1.62,0.312057,4.25
-0.4,-1.01,0.371013,2.89
0,-0.35,0.567694,2.1
-1.3,-2.15,0.25128,3.91
-1,-1.17,0.758302,0.98
-4.4,-4.45,0.921583,0.29
-4.6,-4.71,0.837992,1.65
0,-0.1,0.856469,0.49
-1.7,-2.37,0.339758,4.99
0,-0.17,0.754022,1.13
-1.1,-1.63,0.424392,3.27
-1.4,-1.71,0.60158,2.13
-5.1,-5.21,0.831405,0.64
0,-0.59,0.386409,2.84
0,-0.14,0.803041,0.77
-6,-6.31,0.604045,1.46
-2.7,-3.03,0.585707,4.09
-5.3,-5.47,0.76263,2.23
-0.5,-1.06,0.401568,3.47
-8.7,-9.21,0.436146,1.5
-5.5,-5.79,0.625422,0.65
-2.5,-2.78,0.636769,3.04
-2,-2.15,0.779954,1.66
-2.4,-2.69,0.620546,2.04
0,-0.2,0.725141,1.03
-0.7,-1.64,0.218496,3.29
-1.3,-1.91,0.373855,2.2
-3.3,-3.44,0.790781,2.25
-4.7,-4.92,0.705038,1.68
-2,-2.19,0.730522,1.56
0,-0.18,0.74282,0.93
-3.3,-3.8,0.441645,5.33
0,-0.15,0.787354,0.89
0,-0.34,0.574416,1.96
-1.7,-1.78,0.882001,0.63
-2.7,-2.83,0.804751,0.53
-2.2,-2.94,0.30318,1.92
-0.3,-0.77,0.464768,1.97
-1.5,-2.06,0.402613,2.49
0,-0.27,0.645396,1.35
0,-0.54,0.415522,2.76
0,-0.47,0.468892,2.79
-2.7,-3.01,0.600292,4.08
-0.9,-1.51,0.372186,2.76
-4.5,-4.54,0.93541,0.23
0,-0.36,0.558468,1.72
-2.1,-2.54,0.487794,4.25
-1.2,-1.85,0.345779,4.17
-3.3,-3.56,0.651145,0.83
-8.6,-8.74,0.799431,0.45
-1.9,-2.57,0.338589,4.38
-6,-6.5,0.447626,5.74
-3.8,-4.28,0.45652,2.64
-0.7,-1.28,0.388998,3.79
-3.4,-3.99,0.386732,2.14
-3.1,-3.4,0.61065,2.91
-1.9,-2.49,0.381749,2.55
-0.9,-1.33,0.499672,4.09
-0.1,-0.56,0.470934,1.41
0,-0.27,0.648329,1.41
0,-0.29,0.623869,1.57
0,-0.34,0.577003,1.68
-7.2,-7.34,0.796546,0.35
-5.7,-5.76,0.908952,0.19
-1.4,-1.66,0.656265,1.56
-2.3,-2.56,0.656467,2.39
-3.7,-3.99,0.621736,2.58
-4.6,-5.03,0.500246,3.57
-3.3,-3.69,0.52929,0.94
-0.6,-1.17,0.398387,3.72
-1.6,-2.43,0.259293,5.4
-0.1,-0.59,0.451083,1.7
-5.2,-5.21,0.978337,0.09
-1.6,-2.22,0.368314,4.85
0,-0.22,0.69743,2.02
-0.5,-1.09,0.384719,3.42
0,-0.62,0.363441,2.69
-1.5,-1.68,0.748771,2.01
-0.1,-0.94,0.257904,3.61
-2.8,-3.15,0.564683,2.31
-3,-3.45,0.479546,0.75
-5.5,-5.72,0.695032,2.78
-1.2,-1.45,0.662364,1.95
-1.8,-2.48,0.333425,4.67
-3.5,-3.66,0.769365,0.51
-0.2,-0.71,0.434799,2.19
0,-0.05,0.92152,0.24
0,-0.08,0.881524,0.58
0,-0.05,0.924242,0.28
0,-0.43,0.494527,1.55
0,-0.02,0.963084,0.13
0,-0.13,0.809174,0.69
0,-0.11,0.833836,0.67
0,-0.5,0.443187,3.04
-1.6,-2.17,0.399653,3.72
0,0,0.998367,0
0,-0.49,0.448212,1.86
-5,-5.38,0.541435,1.18
-0.8,-1.53,0.306676,2.71
0,-0.4,0.519257,2.39
-0.3,-1.11,0.267753,3.54
-3.3,-3.69,0.53036,3.58
0,-0.14,0.803144,0.88
0,-0.11,0.840755,0.52
-6.1,-6.51,0.511803,5.49
0,-0.03,0.958917,0.14
0,-0.64,0.354933,1.9
-2.8,-2.86,0.912305,0.51
0,-0.62,0.367573,2.29
-1.1,-1.74,0.353201,4.87
0,-0.09,0.858887,0.59
-2.2,-2.86,0.343973,2.95
-4.1,-4.49,0.527418,1.36
-0.4,-0.86,0.473881,2.75
0,-1.02,0.189943,4.14
-1.4,-1.79,0.529255,1.33
-0.7,-1.17,0.469206,1.43
-1.6,-2.68,0.173298,4.73
-0.6,-1.34,0.300268,2.52
-1.4,-1.6,0.719078,1.83
0,-0.24,0.68104,1.81
0,-0.3,0.617684,1.54
-5.5,-5.56,0.90778,0.34
0,-0.42,0.502479,1.86
0,0,0.997213,0.01
0,-0.3,0.611096,1.89
-1,-1.47,0.465075,1.48
-4.4,-4.46,0.908196,0.22
0,-0.02,0.964384,0.11
0,-0.08,0.875887,0.51
0,-0.02,0.975573,0.05
0,-0.28,0.634253,1.56
0,-0.12,0.822332,0.66
0,-0.63,0.362309,2.31
-0.8,-1.06,0.653338,1.92
-2.1,-2.48,0.538319,4.29
-1.8,-2.3,0.444255,1.5
-5.1,-5.14,0.934527,0.42
-4.1,-4.28,0.741239,0.73
-1.2,-1.83,0.358468,3.96
-3.9,-3.98,0.884341,0.7
-2.8,-3.4,0.380379,4.5
0,-0.23,0.693964,1.46
0,-0.49,0.451793,2.1
-0.2,-1.09,0.235719,2.34
-2.9,-3.35,0.479781,4.87
-3.8,-4.42,0.36538,1.29
-0.9,-1.79,0.236115,4.53
-1.5,-2.26,0.290232,2.31
-2.3,-3.07,0.287977,5.57
-6.1,-6.24,0.794107,0.64
-2.8,-2.99,0.740465,1.82
-1,-1.95,0.215331,4.39
-3.6,-4.34,0.302389,5.65
-4.8,-5.4,0.376187,3.5
-0.9,-1.57,0.338932,3.16
0,-0.34,0.580614,1.87
-5.4,-5.93,0.420195,1.24
-0.4,-1.32,0.223184,4.14
-0.6,-0.91,0.602224,2.13
-1.4,-1.72,0.596044,2.94
-1.1,-1.68,0.390849,2.16
-2.6,-3.11,0.439555,3.44
0,-0.15,0.784476,0.87
0,-0.59,0.382958,3.43
0,-0.2,0.722964,1.09
-0.9,-1.17,0.648855,1.57
-3,-3.42,0.506388,4.5
-1.3,-2.19,0.23423,3.74
0,-0.22,0.702229,1.26
-1,-1.56,0.405472,2.11
0,-0.06,0.912398,0.3
0,-0.67,0.339136,2.87
-3.2,-3.24,0.936703,0.46
-2.8,-3.04,0.673125,2.92
-1.1,-1.44,0.571744,2.01
0,-0.12,0.829122,0.54
0,-0.1,0.849702,0.6
0,-0.56,0.405806,3.29
0,-0.04,0.944402,0.21
-5.6,-5.95,0.562676,0.57
0,-0.81,0.268334,4.37
-5.6,-5.64,0.932202,0.29
-0.6,-1.3,0.3237,2.61
0,-0.12,0.822202,0.77
-3.2,-3.65,0.482816,5.42
-0.8,-1.33,0.422588,1.66
-2.8,-3.16,0.560221,1.11
-0.1,-0.71,0.370792,2.19
0,-0.14,0.798771,0.78
-0.9,-1.38,0.462571,2.72
-1.8,-2.58,0.283794,4.98
0,-0.06,0.909046,0.3
-1.8,-2.06,0.656299,1.75
-0.1,-0.92,0.262408,3.61
0,-0.32,0.599041,1.7
0,-0.22,0.704511,1.07
-1.4,-2.28,0.240936,5.52
0,-0.15,0.790216,0.8
0,-0.45,0.481263,1.4
0,-0.05,0.925119,0.25
-0.3,-0.96,0.340217,3.88
0,-0.12,0.824295,0.5
-6,-6.03,0.959532,0.2
-0.1,-0.85,0.297987,1.99
-1.6,-1.8,0.720013,0.88
-1.9,-2.35,0.485275,3.17
-5.8,-6.18,0.538581,4.53
-4.3,-4.49,0.731077,0.53
0,-0.77,0.284738,3.56
-2.5,-2.76,0.654328,1.92
-0.7,-1.03,0.589852,2.73
0,0,0.99425,0.01
-0.9,-1.31,0.510335,2.25
0,-0.18,0.748818,1
-2,-2.24,0.681225,3.04
-5.2,-5.4,0.72661,1.37
0,-0.01,0.989883,0.03
-0.1,-0.61,0.434195,2.12
-0.3,-0.74,0.493709,2.41
-4.7,-5.23,0.425824,6.42
-1.1,-1.33,0.69125,1.51
0,-0.21,0.714462,1.26
0,-0.57,0.395623,2.5
0,-0.67,0.336141,2.26
0,0,0.996704,0.01
-5.1,-5.7,0.376915,3.03
-0.2,-0.59,0.527247,1.3
0,-0.32,0.593197,1.56
-0.1,-0.81,0.31848,3.69
-1.7,-1.79,0.865796,0.91
0,-0.47,0.467131,1.65
0,-0.19,0.739141,1.07
-2.3,-2.53,0.683598,1.41
-6.1,-6.14,0.938147,0.56
0,-0.21,0.713019,1.52
0,-0.01,0.98131,0.05
-6.8,-6.99,0.739012,0.98
0,0,0.996662,0.01
0,-0.8,0.274979,3.12
0,-0.73,0.307462,2.56
-4.8,-5.35,0.40706,1.71
0,-0.09,0.864227,0.43
-5.1,-5.28,0.749487,2.02
-4.2,-4.22,0.963698,0.08
-2,-2.13,0.811882,0.83
0,-0.52,0.429599,2.04
-1,-1.56,0.405453,2.79
-4.2,-4.57,0.548306,1.96
-5.9,-5.93,0.954495,0.19
-3.4,-3.53,0.807109,1.42
-4.6,-4.81,0.706239,2.94
-1.2,-1.81,0.37415,4.71
0,-0.13,0.811023,0.81
0,-0.06,0.905212,0.33
-0.1,-1.02,0.225236,3.42
0,-0.15,0.778453,0.8
-0.5,-0.85,0.566226,1.62
-4.6,-4.74,0.791882,0.5
-5.8,-5.89,0.85897,1.86
-2.5,-2.9,0.522034,0.81
-1.8,-2.35,0.407878,4.78
0,-0.55,0.410665,1.91
0,-0.09,0.857938,0.45
0,-0.43,0.500831,1.59
0,-0.17,0.757072,0.92
-3.3,-3.35,0.928515,0.73
-3.7,-4.34,0.353772,1.92
0,-0.58,0.389408,3.17
-0.4,-1.11,0.316414,3.64
-4,-4.12,0.819983,1.09
0,-0.65,0.348927,3.38
-2.8,-3.05,0.669868,3.37
0,-0.06,0.907074,0.26
0,-0.04,0.939764,0.22
0,-0.03,0.955865,0.16
-1.5,-1.97,0.463206,2.42
0,0,0.995335,0.01
-1.6,-2.01,0.510371,4.03
-3,-3.26,0.652388,3.88
0,-0.1,0.855361,0.86
0,-0.02,0.970617,0.07
-3.1,-3.41,0.604295,2.25
-2.9,-3.11,0.712427,0.63
-0.2,-0.81,0.36929,2.85
0,-0.63,0.358029,2.8
-2.6,-3.89,0.123773,3.58
-2.1,-2.21,0.843351,0.93
-0.4,-1.22,0.26411,2.41
-0.1,-1.08,0.20265,3.74
-1.9,-2.28,0.536527,1.99
-0.6,-1.34,0.302718,3.3
-3.9,-3.93,0.955811,0.19
-1.2,-1.36,0.776431,1.23
-1.4,-1.8,0.523857,3.11
-2.3,-2.64,0.574733,1.63
-1.8,-2.19,0.531615,3.2
-2.7,-2.95,0.667686,0.96
0,-0.24,0.673796,1.32
0,-0.03,0.949064,0.25
-2.5,-2.84,0.57743,1.35
0,-0.46,0.474279,2.5
-2.1,-2.82,0.310562,5.19
0,-0.69,0.324027,1.94
0,-0.66,0.343489,2.63
-5,-5.39,0.529045,5.67
0,-0.03,0.959432,0.09
0,-0.21,0.706606,1.21
0,-0.02,0.964973,0.07
-7.5,-7.77,0.641153,0.5
-0.6,-1.65,0.181918,4.11
-1.6,-2.09,0.455223,2.61
0,-0.12,0.828839,0.98
0,-0.27,0.650039,1.45
0,-0.01,0.979891,0.05
-2.7,-3.26,0.402395,5.22
-1,-1.6,0.377888,4.23
0,-0.16,0.776815,0.8
0,-0.12,0.819551,0.67
0,-0.58,0.390667,2.85
-0.3,-1.23,0.221902,3.92
0,-0.38,0.542117,2.2
-1.8,-2.39,0.383474,5.54
0,-0.59,0.384154,2.07
-1.3,-1.71,0.513234,3.51
-0.2,-0.96,0.291467,2.8
-0.4,-1.37,0.208007,2.9
0,-0.14,0.7934,0.77
-3,-3.07,0.896331,0.25
-0.3,-0.7,0.519634,1.69
-2.7,-2.95,0.662119,3.2
-0.1,-0.52,0.508208,2.08
-0.4,-1.12,0.30867,2.82
0,-0.22,0.698253,1.28
-1.1,-1.6,0.44405,2.99
0,-0.35,0.563259,2.06
-7.5,-7.5,0.997909,0.01
-3.5,-4.03,0.426368,1.83
0,-0.23,0.692328,1
0,-0.01,0.990828,0.02
-2.2,-2.82,0.367191,2.68
-5.8,-6.5,0.319257,4.19
0,-0.12,0.818813,0.82
-3.7,-4.02,0.590601,1.74
-4.1,-4.54,0.492587,4.55
0,-0.07,0.890233,0.37
-2.1,-2.83,0.308076,4.04
-2.2,-2.79,0.382331,4.14
-2.5,-2.8,0.61372,1.07
-0.8,-1.66,0.245987,4.94
-1.9,-2.61,0.315223,3.9
-2.3,-2.76,0.473241,3.2
-1.9,-2.69,0.276859,4.77
-1.9,-2.34,0.489173,1.67
-1.1,-1.8,0.320676,3.56
-2,-2.1,0.846237,1.01
-1.6,-2.25,0.345691,3.76
-3,-3.44,0.489117,2.26
-1.5,-1.86,0.560013,2.85
-0.1,-0.51,0.513353,1.6
0,-0.07,0.896319,0.28
0,-0.51,0.436997,2.15
-1.9,-2.32,0.506845,1.93
-4.6,-4.64,0.932056,0.52
-6.1,-6.23,0.808018,1.55
-2.2,-2.68,0.462516,1.45
-4.9,-5.27,0.551232,3.22
-1.5,-2.28,0.284224,4.38
-3,-3.15,0.782316,2.42
-7.3,-7.6,0.611768,1.04
0,-0.73,0.306178,3.45
0,-0.91,0.22801,4.3
-4.6,-4.69,0.86816,0.26
-4.3,-4.92,0.364616,3.99
-1.1,-2.18,0.17342,5.19
-5.6,-5.99,0.530134,5.87
0,-1.02,0.192243,3.9
0,-0.13,0.813101,0.83
0,-0.1,0.854482,0.79
-4.7,-4.72,0.974715,0.2
-1.4,-1.66,0.661048,1.13
-6.4,-6.61,0.705681,0.55
-2.2,-2.92,0.308929,2.9
-3.4,-4.25,0.253275,6.14
-3.9,-4.46,0.402918,2.16
-0.4,-1.13,0.305432,3.54
-3,-3.04,0.937965,0.21
-5.1,-5.29,0.732492,0.52
-0.3,-1.28,0.20276,3.27
0,-0.48,0.461812,3.15
-4.7,-5.16,0.474329,0.72
0,-0.25,0.661642,1.47
-2.8,-2.83,0.949942,0.26
-0.6,-0.96,0.560876,2
-2.6,-3.06,0.471963,0.95
0,-0.22,0.70151,1.21
-0.9,-1.09,0.730564,1.17
0,-1.11,0.164325,4.36
-1.3,-2.41,0.164575,4.73
0,-0.04,0.941995,0.19
-1.1,-1.61,0.437666,1.33
0,-0.04,0.93161,0.21
-1.6,-1.9,0.611822,1
0,-0.17,0.758143,0.97
0,-0.22,0.703633,1.03
0,-1.11,0.164298,5.78
-0.4,-0.77,0.552232,1.79
0,0,0.995167,0.01
-2,-2.25,0.665596,1.04
0,-0.24,0.672904,1.43
0,-0.85,0.251983,3.41
-3,-3.15,0.786123,0.61
0,-0.67,0.336879,2.91
0,-0.66,0.340231,3.14
0,-0.15,0.784349,0.92
-2,-2.23,0.692471,2.61
0,-0.2,0.718215,1.65
0,-0.28,0.635211,1.59
0,-0.49,0.455058,1.93
0,-0.2,0.71863,1.03
-0.4,-0.73,0.581662,1.8
0,-0.47,0.464117,2.07
-3.6,-3.71,0.839203,1.39
-1.9,-2.04,0.791782,1.02
-2.4,-2.9,0.44566,1.39
-3.1,-3.29,0.739087,2.23
-1.4,-1.84,0.492341,1.84
-0.7,-1.3,0.375059,3.23
0,-0.05,0.925108,0.2
0,-0.11,0.834549,0.71
0,-0.13,0.808184,0.79
0,-0.64,0.353532,2.34
0,-0.21,0.715534,1.26
-1.8,-2.24,0.488797,3.86
-4.3,-5.24,0.217193,2.75
-3.3,-3.57,0.646647,3.05
-4.4,-4.51,0.834742,0.37
-0.4,-0.94,0.416542,3.34
0,-0.75,0.297497,3.54
0,-0.45,0.479871,2.09
0,-0.14,0.792017,0.99
0,-0.44,0.493045,1.65
-2.1,-2.97,0.242902,3.93
-0.7,-1.21,0.437326,3.33
0,-0.62,0.367964,3.29
-1.9,-2.27,0.544677,1.98
-2.1,-2.47,0.55244,3.46
0,-0.72,0.309681,2.77
0,-0.18,0.745625,0.99
-2.4,-2.67,0.650516,2.4
-0.3,-1.32,0.189659,3.41
-2.1,-2.32,0.703051,2.55
-0.2,-1.35,0.153655,5.38
-0.4,-0.74,0.575664,1.6
-3.9,-4.31,0.512276,3.95
-0.4,-1.34,0.217698,4.04
-2.4,-2.89,0.451097,3.4
-1.6,-1.77,0.754458,0.89
-2.9,-3.05,0.783005,0.48
0,-0.35,0.569347,2.03
-2.9,-3.32,0.505642,0.78
-0.6,-1.28,0.330238,1.96
0,-0.17,0.756115,0.88
0,-0.28,0.636916,2.08
0,-0.33,0.587165,1.67
0,-0.02,0.970936,0.1
0,-0.81,0.269661,3.23
0,-0.29,0.628018,1.63
0,-0.08,0.871477,0.91
0,-0.64,0.353523,2.54
0,-0.93,0.220288,3.37
0,-0.45,0.482114,1.99
0,-0.34,0.572657,1.51
-1.4,-1.79,0.531021,2.13
0,-0.12,0.82228,0.98
-2.1,-2.33,0.684352,2.85
-1.5,-1.96,0.475699,3.29
0,-0.06,0.905252,0.31
-1.4,-1.65,0.6719,3
